date,close,volume,move,
1/28/2015,86.82,5936775,0,0.46059669
2/29/2016,66.34,9303973,0,0.278616633
11/3/2016,69.63,6803940,0,0.661980921
1/30/2017,66.42,8641511,0,0.05591201
5/12/2016,66.85,9532401,1,0.803778449
5/8/2015,78.53,5347396,0,0.161466711
6/23/2015,72.57,7876315,0,0.727634691
8/26/2014,75.52,4222880,0,0.6790134
5/11/2015,78.1,3744882,0,0.395258256
3/13/2015,81.9,4762226,0,0.996475637
5/28/2014,75.53,5036879,0,0.348108578
9/30/2015,64.84,7907664,0,0.105780854
8/20/2014,74.96,4898266,0,0.401085611
9/22/2016,72.27,5871871,0,0.45373782
6/17/2015,72.73,5703861,0,0.167090965
9/20/2016,71.97,5910577,0,0.768958251
2/13/2015,85.81,5597012,0,0.576658088
4/11/2016,67.4,7848157,-1,0.568005747
1/25/2016,63.45,12771089,0,0.093902075
8/8/2016,73.34,6577187,0,0.74889192
3/20/2015,83.24,12365307,0,0.31636102
7/10/2014,77.06,5372478,0,0.767304696
8/6/2014,74.2,7934785,0,0.388867513
2/1/2017,66.23,9049972,0,0.402454751
6/11/2014,76.16,4463301,0,0.835447879
5/18/2015,79.92,8300267,1,0.934293185
12/7/2015,60.5,11595928,0,0.41459996
5/17/2016,65.1,9250121,1,0.911916548
4/24/2015,79.84,6867845,0,0.091731755
2/18/2015,86.29,6032699,1,0.97019119
8/10/2016,73.95,8052272,0,0.530475335
2/16/2017,68.87,8413787,0,0.180501891
11/25/2014,84.95,6675451,0,0.66546339
8/22/2016,72.7,10312074,0,0.086868928
2/21/2017,71.45,22412893,0,0.264341963
12/4/2015,59.66,10435274,0,0.349109202
12/21/2015,59.55,9645451,0,0.64982744
2/4/2016,66.42,12789931,0,0.159485286
10/21/2016,68.34,7844583,0,0.280513587
10/17/2016,68.22,7493385,0,0.467112521
10/27/2015,57.48,10511422,0,0.614729909
10/21/2014,76.02,8299743,0,0.36226783
4/22/2016,68.72,6215117,0,0.641784774
3/1/2016,66.46,10427175,0,0.264711234
7/11/2014,76.82,4547543,0,0.013780711
6/30/2016,73.02,8713585,0,0.032145139
12/7/2016,70.6,6966249,0,0.328110322
8/19/2015,68.57,16333364,0,0.639749154
12/12/2014,83.81,7284128,0,0.796630144
7/27/2015,71.38,6197584,0,0.320035514
5/19/2015,76.43,22458581,0,0.322053952
8/4/2014,73.54,5402181,0,0.006575848
12/4/2014,84.76,6922353,0,0.22893685
11/6/2014,77.81,4621864,0,0.329689067
6/2/2014,76.76,4395340,0,0.917786679
1/12/2016,63.62,12195893,1,0.964355731
10/1/2015,64.27,7772086,0,0.228638559
12/8/2016,70.34,6844217,0,0.05295527
2/24/2017,72.39,13889852,0,0.364572553
2/17/2015,85.96,5087189,0,0.809371206
9/8/2014,76.53,5946869,0,0.105739724
4/17/2015,77.88,11822777,0,0.284658885
1/27/2016,63.95,10167482,0,0.615086437
8/14/2014,74.39,6136444,0,0.007211145
7/8/2016,73.84,7232700,0,0.351340945
11/17/2016,69.19,23071200,0,0.568814623
6/9/2016,71.09,6069859,0,0.390072887
5/21/2014,75.66,5704092,0,0.770302632
1/7/2015,88.6,8498428,-1,0.389905221
1/26/2017,66.73,6504073,0,0.011627611
5/12/2015,78.96,8448963,0,0.974395931
3/4/2015,82.58,6214421,0,0.521510358
9/25/2014,76.12,4963485,0,0.970868515
3/21/2016,67.97,9401758,0,0.66334828
9/25/2015,63.78,7157639,0,0.114311013
3/7/2017,69.87,7282861,0,0.716902256
3/16/2015,83.29,6519099,0,0.052690979
7/20/2016,73.79,4696500,0,0.887994909
7/14/2015,73.79,5518153,0,0.304545052
9/17/2015,64.47,7050309,0,0.790352555
3/4/2016,66.78,9863550,0,0.955383419
10/12/2016,67.46,8940655,0,0.030437746
6/6/2014,77.21,4195073,0,0.627285808
10/5/2015,65.87,6107550,0,0.869679253
5/30/2014,76.77,5974016,0,0.140507686
3/2/2015,83.96,6061495,0,0.852826103
1/6/2016,63.55,16564620,-1,0.249394662
10/19/2016,68.89,7123273,0,0.060408564
11/2/2015,57.61,10719225,0,0.672038049
8/28/2014,75.9,2928089,0,0.429151054
6/24/2014,75.97,5659196,0,0.827549669
9/29/2015,63.78,7631149,0,0.617009504
4/25/2016,69.47,5887629,0,0.316382668
11/26/2014,84.98,3943821,-1,0.139106331
11/5/2014,77.7,5673772,0,0.866355034
1/2/2015,85.9,4501838,0,0.4575129
8/19/2014,74.88,5047957,0,0.015603988
9/28/2015,63.66,9262679,0,0.427671417
7/20/2015,73.1,5085621,0,0.233238413
3/22/2016,67.87,7497606,0,0.126164105
12/31/2015,61.3,6575142,0,0.744979321
1/15/2016,61.93,15123957,0,0.715155586
1/16/2015,86.77,8408926,0,0.227794846
6/6/2016,71.05,9017963,0,0.81127934
3/10/2015,82.07,6311098,0,0.384828794
2/24/2016,67.12,9852380,0,0.119247983
5/5/2015,78.13,5855414,0,0.831597202
11/28/2014,87.54,7820627,0,0.909184636
2/9/2016,65.81,14184327,0,0.858444529
11/14/2016,70.49,12865805,0,0.7130249
10/8/2015,66.88,5940500,0,0.631411574
7/14/2014,76.55,4822869,0,0.901370911
6/20/2014,75.68,11335802,0,0.236863073
8/12/2016,73.89,9994186,0,0.998598364
5/13/2015,78.16,nan,0,0.266243758
12/9/2016,70.08,10756653,-1,0.792731407
3/10/2017,70.1,5368512,0,0.498084259
11/7/2016,69.78,9755441,0,0.125844061
3/17/2015,82.62,4801973,0,0.99978365
8/17/2015,71.91,7604423,1,0.885719541
6/12/2014,75.73,5336596,0,0.794060234
3/7/2016,67.89,12821108,0,0.042226306
10/29/2014,76.39,5763263,0,0.428085283
11/13/2015,56.42,12514909,-1,0.89144675
9/8/2015,66.38,17632613,0,0.739954617
4/8/2016,68.06,6022355,0,0.436033532
6/15/2015,71.93,7566777,0,0.192045049
9/30/2016,72.12,9982598,0,0.309149524
7/21/2015,72.74,6441071,0,0.284149994
12/30/2015,61.68,5716745,0,0.745472398
4/15/2016,69.06,7575462,0,0.689484761
4/18/2016,69.86,6620788,0,0.044678393
12/11/2015,59.36,9744977,0,0.228469199
10/20/2015,58.75,10416379,0,0.331065631
8/26/2016,71.14,10038464,0,0.748506105
9/1/2016,72.84,11761356,0,0.034201054
12/28/2015,60.75,5421662,0,0.594104991
10/23/2015,58.3,13030669,0,0.301764119
5/22/2014,75.39,5243663,0,0.54329842
1/18/2017,68.11,7321456,0,0.131737358
10/7/2014,77.3,7059857,0,0.921425909
6/7/2016,71.03,7363374,0,0.099983098
4/22/2015,78.43,7594683,0,0.152162345
4/21/2015,78.03,6200236,0,0.170123147
10/23/2014,76.25,6367092,0,0.119143062
4/9/2015,80.84,3923559,0,0.992414483
9/2/2014,75.75,4532422,0,0.272756251
3/9/2016,67.53,7824571,0,0.557047965
4/5/2016,68.64,5775011,0,0.075085283
4/30/2015,78.05,nan,0,0.111611371
9/18/2014,76.22,4751711,0,0.5254439
10/13/2016,68.23,9193819,0,0.305681399
3/15/2016,68.09,7566895,0,0.844204016
5/26/2016,70.85,8688476,0,0.834836904
3/14/2017,70.72,9934820,0,0.09614639
6/11/2015,72.94,7419959,0,0.789416062
2/26/2016,66.51,10973655,0,0.800375356
2/23/2017,71.31,12799700,0,0.751929449
7/14/2016,73.7,6646403,0,0.509099317
7/17/2014,76.61,4630252,0,0.635209509
10/29/2015,57.96,12855516,0,0.977546687
12/9/2014,83.56,6633610,0,0.683555796
6/30/2015,70.93,nan,0,0.753747189
10/20/2016,68.73,6294027,0,0.691220933
2/2/2015,85.71,6927168,0,0.138544644
4/13/2015,80.29,4698111,0,0.539542662
7/16/2014,76.86,3743501,0,0.857058044
5/7/2015,78.03,5538289,0,0.897765413
1/23/2017,66.65,6662100,0,0.576646023
11/24/2014,85.4,7995454,0,0.835063561
6/24/2015,72.38,nan,0,0.401680065
3/1/2017,70.45,13522717,0,0.078587357
7/6/2016,73.82,11062733,0,0.881665495
11/18/2014,83.79,6096432,0,0.000114315
11/10/2014,79.44,12640479,0,0.565718334
10/6/2016,69.36,20110251,0,0.294063661
3/13/2017,69.95,6802511,0,0.234987298
12/2/2015,58.35,13586877,0,0.58860278
6/16/2016,71.3,6705181,0,0.373049594
6/22/2015,72.79,6489463,0,0.729216594
7/6/2015,72.53,10536477,0,0.774632946
2/4/2015,86.65,8932258,0,0.959290539
9/2/2015,64.44,9440451,0,0.469080367
12/1/2014,86.22,9140937,0,0.43254481
5/13/2014,79.14,4363735,0,0.169929732
1/17/2017,68.42,13167509,0,0.621476895
12/17/2014,84.23,6641024,-1,0.905680339
6/20/2016,71.1,7142522,0,0.445226551
5/21/2015,76.11,6756162,0,0.969230639
7/31/2015,71.98,7928371,0,0.694629875
12/21/2016,71.24,5100967,1,0.45889843
10/24/2016,69.19,7163632,0,0.457137904
3/28/2016,68.12,5598390,0,0.98788773
8/18/2014,74.49,4015717,0,0.625322229
7/27/2016,73.32,5777916,0,0.344700761
8/19/2016,72.81,15346426,0,0.190695572
2/19/2015,83.52,18646754,0,0.507919233
12/11/2014,83.83,8032841,0,0.446074869
9/22/2014,76.31,4450704,0,0.415061607
5/25/2016,70.48,7263246,0,0.005584547
12/8/2014,84.23,6265990,0,0.487296464
10/17/2014,74.1,11472069,0,0.582161762
10/27/2016,69.83,7131613,0,0.562048854
4/1/2015,80.71,8306662,0,0.380505079
9/4/2015,63.89,9181201,-1,0.707611156
6/14/2016,70.95,9066382,0,0.10483809
7/15/2016,73.67,5994796,0,0.631393589
5/28/2015,74.84,5025471,0,0.700621183
11/25/2016,71.23,4234383,0,0.362401805
4/26/2016,69.3,6647873,0,0.190260785
6/1/2016,70.5,7221459,0,0.430806085
2/11/2015,86.34,5853068,0,0.760834008
10/20/2014,75.14,7040685,0,0.030153174
10/2/2014,76.23,4929134,0,0.325445676
3/16/2016,67.99,8214505,0,0.922924674
10/25/2016,69.36,7629748,0,0.617900377
6/27/2014,75.34,13960847,0,0.454934917
11/7/2014,78.77,9498782,0,0.398001621
10/3/2016,72.01,5857743,0,0.654327476
10/31/2014,76.27,7570734,0,0.68645955
12/18/2014,85.94,8645929,0,0.266389073
12/2/2014,86.4,6766310,0,0.500905378
1/20/2017,67.18,12054682,0,0.785182356
7/26/2016,73.73,5248283,0,0.70121585
11/19/2014,84.99,12189846,0,0.543096412
10/30/2015,57.24,15805451,0,0.911476714
12/22/2015,60.54,9266299,0,0.742751968
10/7/2016,68.7,12653847,0,0.295475097
2/6/2017,66.4,9097238,0,0.028098373
4/29/2015,77.88,7108407,0,0.313824011
3/11/2015,80.69,6160869,0,0.879282506
12/15/2016,71.08,7136295,0,0.148010726
10/13/2015,66.73,8805687,1,0.788252251
2/9/2015,85.91,5456247,0,0.477087192
7/29/2014,75.44,6293487,0,0.358349242
1/13/2015,89.31,8215406,1,0.715051707
10/18/2016,68.87,7857699,0,0.93701811
1/30/2015,84.98,10280220,0,0.878382235
10/2/2015,64.98,7050708,0,0.109957885
9/10/2014,76.51,6697057,0,0.835079611
5/29/2014,75.98,4003511,0,0.850259217
12/3/2015,59.04,15844091,0,0.565012595
3/8/2017,69.8,6827551,0,0.309569066
6/22/2016,71.75,8457512,0,0.65530293
11/17/2015,59.92,24679343,0,0.279332223
10/16/2015,58.89,25874873,0,0.124126181
6/19/2014,75.87,5255313,0,0.908488121
10/8/2014,78.24,8107097,0,0.74791788
6/12/2015,72.43,7246589,0,0.47017486
10/6/2014,77.35,5429677,0,0.64324046
9/24/2014,77.08,8434589,0,0.728661401
10/26/2016,69.59,5050540,0,0.522140548
9/2/2016,72.5,8075299,0,0.306026289
4/10/2015,80.65,5480618,0,0.479933477
11/16/2016,71.39,11192448,1,0.411366326
12/29/2015,61.61,7883635,0,0.423198207
11/22/2016,70.12,10984049,0,0.809028698
10/27/2014,76.59,4107391,0,0.203054197
6/5/2014,77.32,4695821,0,0.310197792
1/24/2017,67.4,10710616,0,0.079156431
9/14/2016,71.52,6980495,0,0.37061596
9/23/2016,72.35,7696449,0,0.09666607
